SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0198_005.0,0.93,0.64,1.05,0.89,0.59,1.03,0.74,0.51,0.92
0198_005.3,0.88,0.64,1.02,0.81,0.59,1.0,0.67,0.51,0.9
0198_005.4,0.64,0.72,0.92,0.59,0.66,0.84,0.49,0.58,0.76
0198_005.9,0.83,0.83,1.15,0.76,0.76,1.13,0.63,0.66,1.01
0198_006.3,0.61,0.59,0.83,0.53,0.52,0.73,0.44,0.45,0.64
0198_007.6,0.86,0.6,1.03,0.75,0.53,0.94,0.63,0.46,0.82
0198_008.7,0.81,0.65,0.77,0.71,0.57,0.67,0.59,0.5,0.59
0198_008.9,0.87,0.65,0.8,0.8,0.59,0.73,0.66,0.51,0.66
0198_009.1,0.78,0.59,0.78,0.69,0.52,0.68,0.57,0.45,0.6
0198_009.5,0.81,0.57,0.84,0.72,0.5,0.74,0.59,0.44,0.65
0198_009.9,0.81,0.58,0.82,0.72,0.51,0.72,0.59,0.45,0.63
0198_010.5,0.96,0.64,0.96,0.87,0.56,0.85,0.74,0.49,0.78
0198_011.0,1.07,0.72,1.07,1.01,0.63,1.01,0.84,0.55,0.88
0198_011.5,0.94,0.67,1.02,0.9,0.62,0.98,0.75,0.54,0.89
0198_011.81,0.93,0.67,1.01,0.89,0.62,0.98,0.74,0.54,0.88
0198_012.3,0.75,0.6,0.98,0.69,0.55,0.95,0.58,0.48,0.86
0198_012.6,0.77,0.6,0.99,0.71,0.56,0.94,0.59,0.48,0.85
0198_012.9,0.58,0.46,0.79,0.53,0.43,0.73,0.44,0.37,0.66
0198_013.1,0.66,0.43,0.91,0.6,0.4,0.87,0.5,0.35,0.78
0198_013.4,0.61,0.47,0.76,0.56,0.43,0.7,0.47,0.38,0.63
0198_014.0,0.27,0.28,0.39,0.25,0.26,0.36,0.21,0.22,0.32
0198_014.5,0.37,0.25,0.49,0.34,0.23,0.45,0.28,0.2,0.4
0198_014.8,0.34,0.26,0.42,0.3,0.23,0.37,0.25,0.2,0.32
0201_000.0,0.93,0.67,0.85,0.82,0.59,0.74,0.68,0.52,0.69
0201_002.8,0.51,0.4,0.59,0.45,0.35,0.52,0.37,0.31,0.45
0201_006.2,0.34,0.33,0.32,0.32,0.3,0.3,0.27,0.23,0.28
0201_007.2,0.5,0.42,0.46,0.44,0.37,0.41,0.38,0.28,0.38
0201_007.7,0.53,0.42,0.5,0.46,0.37,0.44,0.4,0.28,0.41
0201_008.7,0.94,0.68,0.92,0.83,0.6,0.81,0.72,0.46,0.76
0201_010.8,0.83,0.73,0.84,0.77,0.67,0.77,0.67,0.51,0.73
0201_012.8,0.98,0.92,0.98,0.93,0.88,0.93,0.81,0.67,0.87
0201_013.8,1.1,1.16,1.18,1.07,1.13,1.16,0.93,0.86,1.09
0201_014.7,1.01,1.01,0.93,0.98,0.98,0.88,0.85,0.74,0.83
0201_015.3,0.94,0.98,0.97,0.89,0.93,0.92,0.77,0.71,0.86
0201_016.7,0.52,0.44,0.6,0.48,0.41,0.55,0.39,0.35,0.51
0201_017.0,0.27,0.29,0.4,0.25,0.26,0.37,0.2,0.22,0.34
0201_017.3,0.36,0.3,0.4,0.33,0.27,0.36,0.28,0.23,0.34
0201_017.5,0.67,0.67,0.91,0.61,0.62,0.84,0.51,0.53,0.77
0201_017.8,0.7,0.67,0.91,0.64,0.62,0.83,0.53,0.53,0.77
0201_018.0,0.75,0.64,0.98,0.69,0.59,0.93,0.57,0.5,0.86
0202_000.0,0.03,0.02,0.41,0.03,0.02,0.36,0.02,0.02,0.33
0202_001.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0203_000.0,1.02,0.73,1.07,1.0,0.67,1.05,0.84,0.58,0.95
0203_000.5,0.93,0.66,0.96,0.89,0.6,0.91,0.74,0.52,0.82
0203_001.6,0.93,0.67,0.97,0.88,0.61,0.92,0.73,0.53,0.83
0203_001.8,0.95,0.71,0.95,0.9,0.65,0.91,0.74,0.55,0.84
0203_002.3,1.02,0.82,1.04,0.99,0.76,1.02,0.82,0.65,0.94
0203_003.1,1.0,0.69,1.02,0.95,0.63,0.99,0.79,0.55,0.89
0203_003.9,1.01,0.75,0.99,0.98,0.69,0.96,0.81,0.6,0.87
0203_004.2,0.99,0.74,1.0,0.96,0.68,0.97,0.8,0.59,0.87
0203_004.5,0.97,0.74,0.98,0.92,0.68,0.93,0.77,0.59,0.83
0203_004.8,0.93,0.69,0.9,0.88,0.63,0.86,0.73,0.54,0.79
0203_005.1,0.85,0.64,0.91,0.79,0.59,0.84,0.66,0.51,0.75
0203_005.4,0.69,0.49,0.73,0.64,0.45,0.67,0.53,0.39,0.6
0204_000.0,0.51,0.62,0.84,0.47,0.57,0.78,0.39,0.49,0.72
0204_000.1,0.44,0.41,0.55,0.41,0.37,0.5,0.34,0.32,0.47
0204_000.4,1.0,0.91,1.0,0.95,0.84,0.95,0.78,0.71,0.87
0204_001.1,0.81,0.79,0.88,0.75,0.73,0.81,0.62,0.62,0.75
0204_001.2,0.59,0.56,0.58,0.54,0.51,0.53,0.45,0.44,0.49
0204_001.5,0.6,0.56,0.58,0.55,0.51,0.53,0.46,0.44,0.49
0204_001.8,0.65,0.55,0.63,0.6,0.5,0.58,0.49,0.43,0.53
0204_002.1,0.72,0.58,0.68,0.67,0.53,0.63,0.55,0.45,0.58
0204_002.4,0.75,0.58,0.7,0.69,0.54,0.65,0.57,0.46,0.6
0204_002.5,0.79,0.61,0.7,0.72,0.57,0.64,0.6,0.48,0.59
0204_002.7,0.64,0.6,0.73,0.59,0.55,0.67,0.49,0.47,0.62
0204_003.1,0.71,0.58,0.75,0.65,0.53,0.69,0.54,0.45,0.64
0204_003.6,0.99,0.79,0.98,0.94,0.73,0.95,0.78,0.62,0.88
0204_004.1,0.94,0.72,0.99,0.9,0.66,0.96,0.75,0.58,0.86
0204_004.6,0.69,0.49,0.73,0.64,0.45,0.67,0.53,0.39,0.61
0204_005.1,0.43,0.3,0.46,0.39,0.28,0.43,0.33,0.24,0.38
0209_000.6,0.11,0.09,0.15,0.1,0.08,0.13,0.08,0.07,0.12
0209_001.7,0.1,0.07,0.12,0.08,0.06,0.11,0.07,0.05,0.1
0209_002.4,0.1,0.07,0.12,0.08,0.06,0.11,0.07,0.06,0.1
0209_003.0,0.25,0.18,0.45,0.22,0.15,0.39,0.18,0.13,0.34
0209_003.6,0.21,0.18,0.36,0.18,0.16,0.31,0.15,0.14,0.27
0209_004.2,0.22,0.19,0.31,0.2,0.17,0.29,0.17,0.15,0.26
0209_004.4,0.12,0.1,0.15,0.11,0.09,0.13,0.09,0.08,0.12
0209_004.6,0.11,0.1,0.15,0.11,0.09,0.14,0.09,0.08,0.12
0209_005.0,0.13,0.1,0.17,0.12,0.09,0.16,0.1,0.08,0.14
0209_005.2,0.43,0.36,0.66,0.4,0.33,0.61,0.33,0.28,0.55
0209_005.7,0.49,0.35,0.7,0.45,0.32,0.64,0.37,0.28,0.58
0209_006.2,0.68,0.46,0.87,0.63,0.42,0.8,0.53,0.36,0.72
0209_006.8,0.75,0.46,0.89,0.69,0.42,0.82,0.57,0.37,0.73
0209_007.2,0.7,0.47,0.81,0.64,0.43,0.74,0.54,0.37,0.67
0209_007.7,0.56,0.44,0.69,0.52,0.41,0.63,0.43,0.36,0.57
0209_008.2,1.07,0.87,1.19,1.05,0.8,1.16,0.88,0.7,1.05
0209_008.7,1.08,0.79,1.23,1.06,0.73,1.2,0.88,0.63,1.08
0209_009.2,1.14,0.85,1.17,1.12,0.78,1.15,0.92,0.67,1.06
0209_009.7,1.47,1.06,1.52,1.44,1.04,1.49,1.19,0.88,1.37
0209_010.2,1.28,0.96,1.34,1.25,0.91,1.32,1.03,0.77,1.21
0209_011.2,1.19,0.99,1.23,1.17,0.94,1.21,0.97,0.8,1.11
0209_011.5,1.06,1.01,1.09,1.04,0.98,1.06,0.86,0.84,0.98
0209_011.7,0.83,0.79,0.9,0.77,0.73,0.83,0.63,0.62,0.76
0209_011.9,0.76,0.78,0.9,0.7,0.72,0.85,0.58,0.61,0.79
0209_012.2,0.79,0.7,0.92,0.72,0.65,0.87,0.6,0.55,0.8
0209_013.1,0.59,0.57,0.85,0.54,0.53,0.78,0.45,0.45,0.72
0209_014.0,0.87,0.69,1.14,0.8,0.63,1.12,0.66,0.54,1.03
0209_014.5,0.88,0.74,1.11,0.81,0.68,1.09,0.67,0.59,0.98
0209_015.5,0.56,0.4,0.69,0.51,0.37,0.64,0.43,0.32,0.57
0209_016.0,0.47,0.42,0.64,0.43,0.38,0.59,0.36,0.33,0.53
0209_017.1,0.4,0.33,0.66,0.35,0.29,0.58,0.29,0.25,0.5
0209_017.6,0.08,0.09,0.13,0.07,0.08,0.11,0.06,0.07,0.1
0210_000.0,0.76,0.32,0.95,0.7,0.3,0.9,0.58,0.26,0.81
0210_000.7,1.19,0.56,1.4,1.16,0.52,1.37,0.97,0.45,1.23
0210_001.2,0.99,0.55,1.27,0.94,0.5,1.25,0.79,0.44,1.12
0210_002.2,0.61,0.64,0.97,0.54,0.56,0.88,0.45,0.49,0.77
0210_003.9,0.29,0.24,0.33,0.25,0.21,0.29,0.17,0.17,0.26
0210_010.8,0.23,0.23,0.31,0.2,0.2,0.27,0.14,0.17,0.24
0210_011.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0215_000.0,0.64,0.36,0.71,0.59,0.33,0.65,0.51,0.28,0.59
0215_000.3,1.03,0.57,1.17,1.01,0.53,1.15,0.88,0.45,1.04
0215_000.7,1.11,0.7,1.28,1.09,0.64,1.26,0.95,0.55,1.14
0215_001.8,0.93,0.57,1.05,0.88,0.52,1.03,0.77,0.45,0.94
0215_002.7,0.98,0.59,0.98,0.94,0.54,0.93,0.82,0.47,0.84
0215_003.7,0.76,0.49,0.93,0.7,0.45,0.88,0.61,0.38,0.8
0215_006.3,0.79,0.49,0.9,0.73,0.45,0.85,0.63,0.39,0.78
0215_007.7,0.85,0.66,1.06,0.78,0.61,1.04,0.68,0.52,0.95
0215_009.2,1.03,0.91,1.24,1.0,0.87,1.21,0.87,0.74,1.1
0215_010.6,0.84,0.74,1.03,0.77,0.68,1.01,0.67,0.58,0.92
0215_011.5,0.73,0.65,1.0,0.67,0.6,0.95,0.59,0.51,0.86
0215_013.5,0.72,0.58,0.98,0.66,0.53,0.93,0.58,0.45,0.85
0215_015.5,0.93,0.67,1.04,0.88,0.62,1.01,0.77,0.53,0.92
0215_017.5,0.94,0.64,0.99,0.89,0.59,0.96,0.78,0.5,0.88
0215_019.5,0.94,0.69,1.1,0.89,0.63,1.08,0.78,0.54,0.99
0215_020.6,0.74,0.6,0.9,0.68,0.55,0.85,0.59,0.48,0.77
0215_022.3,0.9,0.65,0.99,0.85,0.6,0.96,0.74,0.51,0.87
0215_023.7,0.84,0.56,0.93,0.78,0.51,0.89,0.68,0.44,0.81
0215_025.7,0.68,0.43,0.77,0.6,0.38,0.68,0.52,0.32,0.62
0215_026.7,0.45,0.42,0.5,0.41,0.38,0.46,0.36,0.33,0.42
0215_027.4,0.44,0.41,0.45,0.41,0.37,0.42,0.36,0.32,0.38
0225_000.1,0.14,0.11,0.17,0.13,0.1,0.15,0.11,0.09,0.14
0225_000.3,0.45,0.49,0.77,0.41,0.45,0.71,0.34,0.39,0.64
0225_000.6,1.13,0.92,1.5,1.11,0.85,1.47,0.93,0.73,1.32
0227_000.0,0.47,0.41,0.58,0.43,0.38,0.54,0.36,0.33,0.48
0227_000.5,0.49,0.38,0.62,0.45,0.35,0.57,0.37,0.31,0.51
0232_000.0,0.87,0.78,0.9,0.8,0.72,0.83,0.66,0.61,0.76
0232_000.1,1.08,1.13,1.26,1.06,1.11,1.24,0.88,0.94,1.14
0232_000.3,0.59,0.59,0.71,0.54,0.54,0.65,0.45,0.46,0.6
0232_000.9,0.69,0.56,0.83,0.63,0.51,0.76,0.52,0.44,0.7
0232_001.3,0.8,0.64,0.91,0.73,0.59,0.87,0.61,0.5,0.8
0232_002.3,0.34,0.23,0.38,0.32,0.21,0.35,0.26,0.18,0.33
0235_000.0,1.0,0.63,1.15,0.95,0.58,1.13,0.79,0.5,1.01
0235_000.5,1.03,0.62,1.16,1.01,0.57,1.13,0.84,0.5,1.02
0235_001.1,1.09,0.75,1.19,1.07,0.69,1.17,0.89,0.6,1.05
0235_001.2,0.9,0.62,0.97,0.83,0.57,0.92,0.69,0.49,0.83
0235_002.0,0.99,0.72,1.04,0.94,0.67,1.02,0.79,0.58,0.92
0235_002.4,0.96,0.73,1.03,0.92,0.67,0.99,0.76,0.58,0.89
0235_002.6,0.95,0.73,1.03,0.9,0.67,0.99,0.75,0.58,0.89
0235_003.1,0.78,0.58,0.88,0.72,0.54,0.81,0.6,0.47,0.73
0241_000.0,0.51,0.42,0.66,0.47,0.39,0.61,0.39,0.33,0.56
0241_000.3,0.73,0.66,0.87,0.67,0.6,0.8,0.56,0.52,0.72
0241_000.7,1.03,0.99,1.12,1.0,0.96,1.1,0.82,0.82,1.01
0241_001.2,1.03,0.99,1.12,1.0,0.94,1.09,0.82,0.8,1.01
0265_000.0,0.62,0.59,0.78,0.57,0.55,0.71,0.47,0.47,0.66
0265_000.4,1.0,0.69,0.93,0.97,0.63,0.88,0.8,0.54,0.81
0265_000.7,1.0,0.92,1.02,0.97,0.85,1.0,0.81,0.72,0.93
0265_001.2,0.91,0.88,0.99,0.84,0.81,0.96,0.69,0.69,0.88
0265_001.7,0.99,0.96,1.06,0.94,0.92,1.04,0.77,0.78,0.96
0265_002.3,0.85,0.75,0.91,0.79,0.69,0.84,0.65,0.59,0.78
0265_002.7,0.56,0.54,0.68,0.52,0.5,0.62,0.43,0.42,0.57
0265_003.6,0.8,0.65,0.84,0.74,0.6,0.77,0.61,0.51,0.71
0265_004.1,0.77,0.69,0.84,0.71,0.64,0.77,0.59,0.54,0.71
0266_000.0,0.93,0.73,0.91,0.89,0.67,0.84,0.73,0.57,0.77
0266_000.1,0.79,0.73,1.07,0.73,0.67,1.05,0.6,0.57,0.97
0266_000.3,0.9,0.68,1.35,0.85,0.63,1.32,0.71,0.53,1.22
0266_000.8,0.94,0.65,1.17,0.9,0.6,1.15,0.74,0.51,1.06
0266_001.7,0.7,0.55,0.85,0.64,0.5,0.78,0.53,0.43,0.72
0266_002.2,1.08,0.93,1.31,1.06,0.89,1.29,0.87,0.75,1.19
0266_002.6,0.98,0.96,1.14,0.95,0.91,1.11,0.79,0.77,1.03
0266_002.8,0.89,0.76,0.88,0.82,0.7,0.81,0.68,0.6,0.74
0266_003.0,0.86,0.74,0.9,0.79,0.68,0.83,0.65,0.58,0.77
0266_003.4,0.86,0.74,0.92,0.79,0.69,0.88,0.66,0.58,0.81
0266_003.5,0.69,0.64,0.85,0.63,0.58,0.79,0.52,0.5,0.73
0266_004.1,0.69,0.64,0.86,0.63,0.59,0.79,0.52,0.5,0.73
0266_004.4,0.73,0.68,0.84,0.67,0.63,0.77,0.55,0.54,0.71
0266_004.7,1.28,1.2,1.51,1.25,1.18,1.48,1.04,1.0,1.36
0266_005.0,1.48,1.26,1.62,1.45,1.23,1.58,1.2,1.05,1.46
0266_005.3,0.98,0.91,1.1,0.93,0.84,1.08,0.77,0.72,0.99
0266_006.0,0.69,0.55,0.83,0.64,0.51,0.77,0.53,0.44,0.69
0266_006.6,0.64,0.56,0.74,0.59,0.51,0.68,0.49,0.45,0.61
0266_006.9,0.7,0.64,0.85,0.64,0.59,0.79,0.54,0.51,0.71
0266_007.4,0.82,0.75,1.04,0.75,0.69,1.02,0.63,0.6,0.92
0266_008.1,0.68,0.86,1.4,0.63,0.79,1.37,0.52,0.69,1.23
0268_000.0,0.42,0.34,0.62,0.38,0.31,0.57,0.32,0.27,0.51
0268_000.2,0.44,0.35,0.41,0.41,0.32,0.38,0.34,0.28,0.34
0268_000.6,0.4,0.36,0.35,0.37,0.33,0.33,0.31,0.28,0.3
0269_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0269_000.2,1.62,1.16,1.28,1.59,1.14,1.26,1.31,0.97,1.16
0269_000.3,1.12,0.92,0.95,1.1,0.88,0.9,0.91,0.75,0.83
0269_000.5,1.12,0.94,1.0,1.1,0.89,0.97,0.91,0.76,0.9
0269_000.6,1.01,0.84,0.95,0.98,0.77,0.9,0.81,0.66,0.83
0269_000.8,0.95,0.78,0.91,0.9,0.72,0.84,0.75,0.61,0.77
0269_000.9,0.46,0.5,0.62,0.42,0.46,0.57,0.35,0.4,0.53
0269_001.0,0.46,0.52,0.64,0.42,0.48,0.59,0.35,0.41,0.54
0269_001.2,0.56,0.69,0.92,0.51,0.64,0.88,0.42,0.54,0.81
0269_001.3,0.49,0.72,1.05,0.45,0.66,1.03,0.37,0.57,0.95
0269_001.5,0.58,0.78,0.98,0.54,0.72,0.93,0.44,0.61,0.86
0269_001.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0270_000.0,0.55,0.54,0.54,0.5,0.49,0.5,0.42,0.42,0.46
0270_000.2,0.57,0.46,0.55,0.53,0.43,0.51,0.44,0.36,0.47
0270_000.3,0.55,0.45,0.62,0.5,0.41,0.57,0.42,0.35,0.53
0270_000.5,0.56,0.54,0.76,0.52,0.5,0.7,0.43,0.43,0.64
0270_000.6,0.83,0.75,0.82,0.77,0.69,0.75,0.63,0.59,0.7
0273_000.0,0.91,0.43,0.81,0.83,0.4,0.74,0.7,0.35,0.67
0273_001.1,0.77,0.43,0.72,0.71,0.4,0.66,0.59,0.34,0.6
0273_002.1,0.57,0.38,0.62,0.53,0.35,0.57,0.44,0.3,0.51
0273_002.4,0.62,0.55,0.8,0.57,0.5,0.74,0.48,0.44,0.66
0273_003.0,0.92,0.65,1.17,0.88,0.6,1.15,0.73,0.52,1.03
0282_000.0,0.53,0.33,0.47,0.49,0.3,0.43,0.4,0.26,0.4
0282_000.1,1.43,0.52,1.33,1.4,0.47,1.3,1.16,0.4,1.2
0282_000.5,0.41,0.34,0.47,0.38,0.31,0.43,0.31,0.27,0.4
0282_001.0,1.4,0.64,1.28,1.37,0.59,1.25,1.13,0.5,1.16
0282_001.4,1.52,1.14,1.68,1.49,1.12,1.65,1.23,0.95,1.52
0282_001.8,0.54,0.5,0.65,0.49,0.46,0.6,0.41,0.39,0.55
0282_002.2,0.78,0.42,0.85,0.72,0.39,0.78,0.59,0.33,0.72
0282_002.4,0.7,0.43,0.51,0.65,0.39,0.47,0.53,0.33,0.43
0287_000.0,0.12,0.08,0.59,0.11,0.07,0.55,0.09,0.06,0.49
0287_000.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0287_000.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.9,0.29,0.26,0.51,0.26,0.22,0.45,0.21,0.2,0.4
0315_001.4,0.27,0.25,0.53,0.24,0.22,0.46,0.2,0.19,0.41
1082_008.5,0.12,0.07,0.08,0.11,0.06,0.07,0.09,0.05,0.06
1082_012.5,0.55,0.33,0.51,0.48,0.29,0.45,0.4,0.25,0.39
1082_013.3,0.53,0.43,0.72,0.49,0.4,0.66,0.4,0.34,0.6
1082_014.4,0.23,0.2,0.34,0.21,0.18,0.31,0.17,0.16,0.29
1084_000.0,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02
1084_001.0,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02
1085_001.5,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02
1085_002.3,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.02
1085_003.4,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.03
1085_004.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085_005.4,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01
1086_000.0,0.23,0.23,0.32,0.22,0.21,0.29,0.18,0.18,0.26
1086_000.7,0.38,0.32,0.49,0.35,0.29,0.45,0.29,0.26,0.41
1086_001.2,0.37,0.34,0.46,0.34,0.31,0.42,0.28,0.27,0.39
1086_001.7,0.22,0.17,0.27,0.2,0.15,0.25,0.17,0.13,0.23
1086_001.9,0.21,0.15,0.27,0.2,0.14,0.25,0.16,0.12,0.22
1086_002.6,0.33,0.23,0.42,0.29,0.2,0.37,0.24,0.18,0.32
1086_003.0,0.38,0.28,0.36,0.34,0.25,0.32,0.28,0.21,0.28
1086_003.4,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.03
1088_000.0,0.38,0.3,0.42,0.35,0.27,0.39,0.29,0.24,0.35
1088_000.4,0.35,0.38,0.52,0.33,0.35,0.48,0.27,0.3,0.43
1088_000.6,0.39,0.38,0.54,0.36,0.35,0.5,0.3,0.3,0.45
1090_000.0,0.08,0.07,0.11,0.07,0.06,0.1,0.06,0.06,0.09
1090_000.7,0.51,0.42,0.56,0.47,0.38,0.51,0.39,0.33,0.46
1090_001.2,0.34,0.28,0.44,0.32,0.26,0.4,0.26,0.22,0.36
1090_001.5,0.29,0.28,0.39,0.27,0.26,0.36,0.23,0.22,0.32
1092_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092_000.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092_001.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094_000.0,0.07,0.06,0.07,0.06,0.06,0.07,0.05,0.05,0.06
1094_000.4,0.17,0.13,0.23,0.16,0.12,0.21,0.13,0.1,0.19
1094_000.6,0.34,0.27,0.5,0.31,0.25,0.46,0.26,0.22,0.41
1094_000.9,0.25,0.2,0.32,0.23,0.19,0.29,0.19,0.16,0.26
1094_001.5,0.03,0.03,0.05,0.03,0.03,0.04,0.02,0.02,0.04
1096_000.0,0.15,0.13,0.19,0.13,0.12,0.18,0.11,0.1,0.16
1096_000.4,0.06,0.06,0.08,0.06,0.05,0.08,0.05,0.05,0.07
1098_000.0,0.25,0.18,0.31,0.22,0.16,0.27,0.18,0.14,0.24
1098_000.8,0.2,0.17,0.26,0.17,0.15,0.23,0.14,0.13,0.2
1100_000.0,0.46,0.28,0.61,0.41,0.25,0.54,0.34,0.21,0.47
1100_001.1,0.25,0.27,0.38,0.23,0.24,0.35,0.19,0.21,0.31
1100_001.6,0.1,0.1,0.15,0.1,0.09,0.14,0.08,0.08,0.12
1100_001.7,0.11,0.1,0.14,0.1,0.09,0.13,0.08,0.08,0.12
1102_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112_000.0,0.15,0.12,0.16,0.13,0.11,0.14,0.11,0.09,0.13
1112_002.2,0.19,0.14,0.18,0.17,0.12,0.16,0.14,0.1,0.14
1380_000.0,0.86,0.58,0.91,0.79,0.53,0.83,0.66,0.46,0.75
1380_000.1,0.75,0.52,0.71,0.69,0.48,0.65,0.58,0.41,0.58
1380_000.5,0.8,0.55,0.81,0.74,0.51,0.74,0.62,0.44,0.67
1380_001.2,0.98,0.74,1.0,0.93,0.68,0.97,0.77,0.59,0.87
1380_001.7,0.25,0.26,0.33,0.23,0.23,0.31,0.19,0.2,0.28
1384_000.0,0.44,0.42,0.49,0.41,0.38,0.45,0.34,0.33,0.4
1384_000.2,0.67,0.42,0.88,0.62,0.38,0.81,0.51,0.33,0.74
1384_000.6,0.56,0.39,0.78,0.52,0.36,0.72,0.43,0.31,0.65
1384_001.6,0.62,0.35,0.81,0.57,0.32,0.75,0.47,0.28,0.67
1384_002.5,0.64,0.54,0.83,0.59,0.5,0.76,0.49,0.43,0.69
1384_003.1,0.61,0.43,1.03,0.54,0.38,0.94,0.45,0.33,0.82
1384_003.8,0.44,0.36,0.93,0.4,0.33,0.88,0.34,0.29,0.79
1386_000.0,0.52,0.5,0.7,0.48,0.46,0.65,0.4,0.4,0.58
1386_000.5,0.63,0.53,0.74,0.58,0.48,0.68,0.48,0.41,0.62
1386_000.9,0.58,0.47,0.63,0.54,0.43,0.58,0.45,0.38,0.52
1388_000.0,1.02,0.62,1.07,0.99,0.57,1.05,0.82,0.48,0.97
1388_000.2,0.65,0.34,0.67,0.6,0.31,0.62,0.5,0.26,0.57
1388_000.5,0.81,0.46,0.9,0.74,0.42,0.83,0.62,0.37,0.74
1388_000.8,0.57,0.33,0.62,0.52,0.3,0.57,0.44,0.26,0.51
1388_001.4,0.41,0.32,0.55,0.38,0.3,0.51,0.31,0.26,0.46
1388_001.7,0.33,0.26,0.43,0.3,0.24,0.4,0.25,0.21,0.36
1388_002.4,0.9,0.84,1.09,0.86,0.77,1.07,0.71,0.65,0.99
1388_003.0,0.7,0.64,0.91,0.64,0.59,0.86,0.53,0.51,0.77
1388_003.9,0.36,0.28,0.67,0.33,0.26,0.62,0.28,0.22,0.55
1388_004.4,0.38,0.38,0.62,0.35,0.35,0.57,0.29,0.29,0.52
1388_004.9,0.15,0.15,0.28,0.14,0.14,0.25,0.12,0.12,0.23
1389_000.8,0.14,0.1,0.18,0.13,0.09,0.16,0.11,0.08,0.15
1389_001.2,0.13,0.09,0.16,0.12,0.08,0.14,0.1,0.07,0.13
1389_002.1,0.26,0.18,0.29,0.24,0.16,0.27,0.2,0.14,0.24
1389_003.1,0.15,0.12,0.22,0.14,0.11,0.2,0.11,0.1,0.18
1390_000.0,0.14,0.13,0.19,0.12,0.12,0.18,0.1,0.11,0.16
1390_000.3,0.12,0.14,0.22,0.11,0.13,0.2,0.1,0.11,0.18
1392_000.0,0.35,0.26,0.71,0.33,0.24,0.65,0.27,0.21,0.58
1392_001.2,1.29,0.97,1.35,1.26,0.92,1.33,1.05,0.8,1.19
1392_001.8,1.36,1.01,1.3,1.33,0.98,1.27,1.11,0.85,1.14
1392_002.1,0.79,0.59,0.87,0.73,0.54,0.8,0.6,0.47,0.72
1392_002.3,0.84,0.58,1.02,0.78,0.53,0.99,0.65,0.46,0.89
1392_002.4,0.43,0.28,0.49,0.4,0.26,0.45,0.33,0.22,0.41
1394_000.0,0.78,0.57,0.56,0.72,0.53,0.52,0.59,0.45,0.48
1396_000.0,0.62,0.39,0.61,0.57,0.36,0.56,0.47,0.31,0.5
1397_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398_000.0,0.18,0.17,0.25,0.17,0.16,0.23,0.14,0.13,0.21
1398_000.3,0.26,0.13,0.28,0.24,0.12,0.26,0.2,0.11,0.23
1400_000.0,0.35,0.29,0.48,0.32,0.27,0.44,0.27,0.23,0.39
1400_001.3,0.19,0.16,0.29,0.17,0.14,0.25,0.14,0.12,0.22
1400_002.7,0.17,0.15,0.22,0.15,0.13,0.2,0.13,0.11,0.17
1400_004.4,0.19,0.19,0.29,0.18,0.17,0.27,0.15,0.15,0.24
1400_006.5,0.41,0.31,0.52,0.38,0.29,0.48,0.32,0.25,0.43
1400_006.8,0.49,0.41,0.67,0.45,0.38,0.61,0.37,0.32,0.56
1400_007.5,0.55,0.47,0.7,0.51,0.43,0.64,0.42,0.37,0.59
1402_000.0,0.34,0.32,0.46,0.31,0.3,0.43,0.26,0.26,0.38
1404_000.0,0.53,0.46,0.72,0.49,0.42,0.66,0.4,0.36,0.61
1404_000.4,0.37,0.41,0.6,0.34,0.38,0.56,0.28,0.32,0.51
1404_001.1,0.37,0.46,0.75,0.34,0.42,0.69,0.28,0.36,0.64
1404_001.4,0.94,0.79,1.23,0.89,0.72,1.21,0.74,0.62,1.11
1404_002.1,0.63,0.59,1.0,0.58,0.54,0.97,0.48,0.46,0.89
