SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
2150_000.0,0.07,0.05,0.08,0.06,0.04,0.07,0.05,0.04,0.06
2150_000.8,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.02,0.03
2150_001.5,0.03,0.02,0.04,0.03,0.02,0.04,0.03,0.02,0.04
2151_000.0,0.22,0.23,0.51,0.2,0.22,0.47,0.17,0.19,0.42
2151_001.0,0.14,0.09,0.2,0.13,0.08,0.18,0.11,0.07,0.16
2151_001.5,0.16,0.08,0.2,0.15,0.08,0.19,0.12,0.07,0.17
2151_001.8,0.17,0.09,0.19,0.15,0.08,0.17,0.13,0.07,0.15
2151_002.2,0.18,0.09,0.19,0.16,0.08,0.17,0.14,0.07,0.16
2151_002.3,0.18,0.09,0.19,0.16,0.08,0.17,0.13,0.07,0.15
2153_001.4,0.11,0.07,0.09,0.11,0.07,0.08,0.09,0.06,0.08
2153_002.1,0.1,0.08,0.13,0.09,0.08,0.12,0.08,0.07,0.11
2153_003.0,0.15,0.09,0.15,0.14,0.08,0.14,0.11,0.07,0.12
2153_004.0,1.76,1.5,2.26,1.72,1.47,2.22,1.43,1.25,2.05
2153_004.4,0.04,0.03,0.05,0.03,0.03,0.05,0.03,0.03,0.04
2153_005.0,0.04,0.03,0.06,0.04,0.03,0.05,0.03,0.03,0.05
2153_005.4,0.05,0.03,0.06,0.05,0.03,0.06,0.04,0.02,0.05
2153_005.7,0.05,0.03,0.07,0.05,0.03,0.06,0.04,0.02,0.06
2154_000.0,0.04,0.02,0.05,0.03,0.02,0.05,0.03,0.02,0.04
2154_001.2,0.03,0.02,0.05,0.03,0.02,0.05,0.03,0.02,0.04
2154_002.2,0.04,0.02,0.05,0.03,0.02,0.05,0.03,0.02,0.04
2154_003.2,0.04,0.02,0.06,0.04,0.02,0.05,0.03,0.02,0.05
2154_003.7,0.05,0.02,0.07,0.05,0.02,0.06,0.04,0.02,0.06
2155_000.0,0.05,0.04,0.07,0.04,0.04,0.06,0.04,0.03,0.06
2155_001.0,0.06,0.03,0.16,0.05,0.03,0.15,0.04,0.02,0.14
2156_000.0,0.07,0.09,0.16,0.06,0.08,0.14,0.05,0.07,0.13
2156_000.7,0.81,0.62,0.94,0.75,0.57,0.9,0.62,0.48,0.83
2156_001.3,0.87,0.48,1.1,0.8,0.44,1.08,0.66,0.37,0.99
2156_002.0,0.83,0.45,1.1,0.73,0.4,1.05,0.61,0.35,0.91
2156_002.3,0.83,0.46,1.11,0.76,0.42,1.08,0.64,0.37,0.97
2156_003.1,0.83,0.45,1.08,0.76,0.42,1.06,0.64,0.36,0.95
2156_003.4,0.18,0.16,0.34,0.17,0.15,0.31,0.14,0.13,0.28
2156_003.9,0.13,0.11,0.21,0.12,0.1,0.19,0.1,0.09,0.17
2156_004.9,0.14,0.13,0.24,0.13,0.12,0.22,0.11,0.11,0.2
2156_005.4,0.73,0.72,0.9,0.67,0.66,0.83,0.56,0.57,0.75
2156_006.4,1.02,0.7,1.21,0.99,0.65,1.19,0.82,0.56,1.07
2156_006.9,1.17,0.72,1.24,1.15,0.66,1.21,0.95,0.56,1.12
2156_007.4,1.29,0.72,1.63,1.26,0.66,1.6,1.05,0.57,1.47
2156_008.4,0.5,0.29,0.8,0.46,0.26,0.74,0.38,0.22,0.68
2156_008.7,0.48,0.27,0.83,0.44,0.25,0.76,0.37,0.21,0.7
2156_009.6,0.81,0.4,0.91,0.74,0.37,0.87,0.62,0.32,0.78
2156_010.6,1.07,0.47,1.1,1.05,0.43,1.07,0.87,0.37,0.99
2156_011.6,1.43,0.61,1.47,1.4,0.56,1.44,1.16,0.48,1.33
2156_012.1,1.21,0.39,1.52,1.19,0.36,1.49,0.98,0.31,1.37
2157_001.0,0.05,0.03,0.06,0.04,0.03,0.05,0.04,0.02,0.05
2157_001.5,0.05,0.03,0.05,0.05,0.02,0.05,0.04,0.02,0.05
2158_000.0,0.64,0.61,1.07,0.58,0.57,1.04,0.49,0.49,0.94
2158_000.5,0.73,0.52,1.21,0.67,0.47,1.19,0.56,0.41,1.07
2159_002.5,0.07,0.05,0.08,0.06,0.04,0.07,0.05,0.04,0.06
2159_003.1,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03
2159_003.6,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03
2160_000.0,0.44,0.18,0.63,0.41,0.16,0.58,0.34,0.14,0.52
2160_001.0,0.27,0.23,0.53,0.25,0.21,0.49,0.21,0.18,0.45
2160_001.2,0.28,0.25,0.59,0.26,0.23,0.55,0.21,0.19,0.5
2160_002.0,0.27,0.25,0.42,0.25,0.23,0.39,0.21,0.2,0.36
2160_003.1,0.33,0.26,0.42,0.3,0.24,0.39,0.25,0.2,0.36
2160_004.1,0.27,0.24,0.35,0.25,0.22,0.32,0.21,0.19,0.3
2161_000.0,0.06,0.05,0.08,0.05,0.05,0.07,0.04,0.04,0.06
2161_001.0,0.06,0.05,0.09,0.06,0.05,0.08,0.05,0.04,0.08
2161_001.5,0.06,0.05,0.08,0.06,0.04,0.07,0.05,0.04,0.06
2161_001.9,0.26,0.16,0.33,0.24,0.15,0.31,0.2,0.13,0.27
2161_002.6,0.91,0.58,1.01,0.87,0.53,0.98,0.72,0.46,0.88
2161_003.2,1.03,0.74,0.89,1.0,0.68,0.82,0.83,0.59,0.74
2161_003.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161_003.7,1.21,0.88,1.19,1.18,0.81,1.17,0.99,0.7,1.05
2161_003.8,0.97,0.91,1.11,0.92,0.84,1.08,0.77,0.73,0.97
2162_000.0,0.12,0.08,0.13,0.11,0.08,0.12,0.09,0.06,0.11
2162_000.4,0.35,0.25,0.57,0.32,0.23,0.53,0.26,0.2,0.48
2162_000.6,0.3,0.23,0.71,0.27,0.21,0.65,0.23,0.18,0.6
2162_001.1,0.35,0.19,0.63,0.32,0.17,0.58,0.27,0.15,0.53
2162_001.6,0.53,0.24,0.61,0.49,0.22,0.56,0.4,0.19,0.51
2162_002.4,0.52,0.27,0.71,0.48,0.25,0.65,0.4,0.21,0.6
2163_000.0,0.05,0.03,0.06,0.05,0.03,0.06,0.04,0.02,0.05
2164_000.0,0.91,0.38,1.02,0.84,0.35,0.99,0.7,0.3,0.89
2164_001.0,0.78,0.33,0.94,0.71,0.31,0.89,0.6,0.26,0.8
2164_002.0,1.03,0.5,1.29,1.0,0.46,1.26,0.83,0.39,1.16
2164_003.0,2.21,0.3,2.13,2.17,0.27,2.09,1.79,0.23,1.93
2164_003.5,1.13,0.53,1.27,1.1,0.49,1.24,0.91,0.42,1.14
2164_004.0,0.67,0.33,0.84,0.61,0.3,0.77,0.51,0.26,0.71
2164_005.0,1.43,1.05,2.05,1.4,1.03,2.01,1.16,0.87,1.86
2165_000.5,0.14,0.12,0.21,0.13,0.11,0.2,0.11,0.09,0.18
2165_000.9,0.13,0.11,0.19,0.12,0.11,0.18,0.1,0.09,0.16
2165_001.5,0.16,0.11,0.21,0.15,0.1,0.19,0.12,0.09,0.17
2165_002.1,0.18,0.13,0.17,0.17,0.12,0.15,0.14,0.1,0.14
2166_000.0,0.9,0.4,1.07,0.83,0.36,1.05,0.69,0.32,0.94
2167_000.2,0.05,0.06,0.07,0.04,0.05,0.06,0.04,0.04,0.06
2168_000.0,0.3,0.3,0.72,0.28,0.28,0.66,0.23,0.24,0.61
2168_000.8,0.36,0.37,0.9,0.33,0.34,0.86,0.28,0.29,0.79
2168_001.0,0.57,0.35,0.82,0.52,0.32,0.76,0.43,0.28,0.7
2168_002.1,0.55,0.37,0.7,0.5,0.34,0.64,0.42,0.29,0.59
2168_002.6,0.34,0.26,0.69,0.31,0.24,0.63,0.26,0.2,0.58
2168_003.1,0.25,0.26,0.59,0.23,0.24,0.54,0.19,0.21,0.5
2169_000.0,0.11,0.09,0.3,0.1,0.09,0.28,0.09,0.07,0.25
2169_000.5,0.05,0.05,0.08,0.04,0.04,0.07,0.03,0.04,0.06
2172_000.0,0.24,0.22,0.44,0.22,0.2,0.41,0.19,0.18,0.37
2172_000.5,0.35,0.33,0.63,0.31,0.29,0.56,0.25,0.25,0.49
2172_001.5,0.78,0.55,1.09,0.71,0.51,1.07,0.6,0.44,0.96
2172_002.5,0.87,0.87,1.16,0.8,0.8,1.14,0.67,0.7,1.02
2172_003.2,0.79,0.47,0.73,0.72,0.44,0.67,0.6,0.38,0.6
2172_003.5,0.89,0.58,0.9,0.82,0.54,0.83,0.69,0.47,0.74
2172_003.8,0.92,0.59,0.9,0.85,0.54,0.86,0.71,0.47,0.77
2172_004.0,0.89,0.59,0.89,0.81,0.54,0.82,0.68,0.47,0.74
2172_004.5,0.91,0.63,0.87,0.84,0.58,0.8,0.7,0.51,0.72
2172_004.9,0.9,0.63,0.91,0.85,0.58,0.84,0.71,0.5,0.75
2172_005.0,0.9,0.62,0.9,0.83,0.57,0.83,0.69,0.5,0.75
2172_005.5,1.21,0.89,1.21,1.19,0.82,1.18,0.98,0.7,1.09
2172_005.8,1.15,0.84,1.25,1.13,0.77,1.22,0.93,0.66,1.13
2172_006.0,1.25,0.76,1.3,1.22,0.7,1.27,1.02,0.6,1.14
2172_006.5,1.18,0.77,1.16,1.16,0.71,1.13,0.96,0.6,1.04
2172_007.0,1.05,0.72,1.23,1.03,0.66,1.2,0.85,0.56,1.11
2172_007.5,1.14,0.73,1.19,1.12,0.67,1.17,0.93,0.57,1.08
2172_008.0,1.07,0.74,1.51,1.05,0.68,1.48,0.87,0.58,1.36
2172_008.5,1.13,0.77,1.5,1.11,0.71,1.47,0.92,0.6,1.36
2172_009.5,0.95,0.74,1.13,0.9,0.68,1.11,0.75,0.58,1.02
2172_009.8,0.92,0.73,1.3,0.88,0.68,1.28,0.72,0.58,1.18
2172_009.9,0.92,0.73,1.3,0.88,0.68,1.28,0.72,0.58,1.18
2172_010.0,0.99,0.72,1.23,0.94,0.66,1.21,0.77,0.57,1.11
2172_010.2,0.78,0.61,1.0,0.72,0.56,0.97,0.6,0.48,0.89
2172_010.4,0.77,0.62,0.98,0.7,0.57,0.95,0.58,0.48,0.88
2172_010.5,0.72,0.62,0.97,0.66,0.57,0.92,0.55,0.48,0.85
2172_010.7,0.76,0.65,1.03,0.7,0.6,1.01,0.58,0.51,0.93
2172_011.0,0.78,0.65,1.09,0.72,0.6,1.07,0.59,0.51,0.98
2172_011.3,0.74,0.66,1.08,0.69,0.61,1.06,0.57,0.52,0.98
2172_011.6,0.68,0.64,0.91,0.62,0.59,0.87,0.51,0.51,0.8
2172_011.9,0.71,0.64,0.92,0.65,0.59,0.88,0.54,0.51,0.81
2172_012.2,0.77,0.62,1.05,0.71,0.57,1.03,0.58,0.49,0.95
2172_012.5,0.58,0.49,0.83,0.54,0.45,0.76,0.44,0.39,0.7
2172_013.0,0.98,0.79,1.26,0.95,0.72,1.24,0.79,0.62,1.14
2172_013.5,0.94,0.72,1.17,0.89,0.66,1.15,0.74,0.58,1.03
2172_014.0,0.8,0.63,1.13,0.73,0.58,1.11,0.61,0.51,1.0
2172_014.5,0.64,0.58,0.98,0.59,0.54,0.93,0.49,0.46,0.84
2172_015.4,0.71,0.68,0.96,0.66,0.63,0.91,0.55,0.54,0.82
2173_000.0,0.06,0.06,0.07,0.05,0.05,0.06,0.04,0.04,0.06
2173_000.5,0.08,0.06,0.09,0.07,0.05,0.09,0.06,0.05,0.08
2173_001.1,0.08,0.06,0.1,0.07,0.05,0.09,0.06,0.04,0.09
2174_000.0,0.4,0.89,0.69,0.37,0.82,0.63,0.31,0.7,0.59
2174_000.1,1.2,0.91,1.41,1.17,0.86,1.38,0.97,0.74,1.28
2174_000.2,1.0,0.59,0.71,0.97,0.54,0.65,0.81,0.46,0.6
2174_000.6,0.31,0.24,0.41,0.28,0.22,0.37,0.24,0.19,0.34
2175_000.0,0.02,0.02,0.04,0.02,0.02,0.03,0.02,0.02,0.03
2176_000.0,0.55,0.42,0.78,0.5,0.39,0.72,0.42,0.33,0.66
2176_000.9,0.42,0.44,0.88,0.39,0.4,0.81,0.32,0.34,0.74
2176_001.8,0.26,0.29,0.96,0.24,0.27,0.91,0.2,0.23,0.84
2176_002.3,0.26,0.31,0.65,0.24,0.28,0.6,0.2,0.24,0.55
2176_002.9,0.46,0.41,0.54,0.43,0.37,0.5,0.35,0.32,0.46
2178_000.0,0.51,0.46,0.8,0.47,0.42,0.74,0.39,0.36,0.68
2178_000.9,0.51,0.42,1.12,0.47,0.39,1.09,0.39,0.33,1.01
2178_001.8,0.39,0.31,0.88,0.36,0.28,0.81,0.3,0.25,0.73
2178_002.6,0.79,0.32,1.06,0.73,0.3,1.04,0.6,0.25,0.95
2178_003.5,0.94,0.38,1.41,0.89,0.35,1.38,0.74,0.3,1.28
2178_004.1,0.64,0.35,0.92,0.59,0.32,0.84,0.49,0.28,0.78
2178_004.6,0.63,0.35,1.11,0.58,0.32,1.09,0.48,0.27,1.0
2178_005.2,0.3,0.13,0.88,0.27,0.12,0.81,0.22,0.11,0.75
2178_005.4,0.16,0.28,0.68,0.15,0.25,0.62,0.12,0.22,0.58
2178_005.7,0.71,0.54,0.58,0.65,0.5,0.53,0.54,0.42,0.49
2178_005.8,0.35,0.34,0.62,0.32,0.31,0.57,0.27,0.26,0.53
2178_006.0,0.17,0.1,0.2,0.16,0.09,0.18,0.13,0.08,0.17
2178_006.1,0.17,0.1,0.21,0.16,0.09,0.19,0.13,0.08,0.18
2178_006.3,0.15,0.09,0.22,0.14,0.09,0.2,0.11,0.07,0.18
2178_006.4,0.1,0.1,0.19,0.09,0.09,0.17,0.08,0.08,0.16
2179_000.0,0.04,0.01,0.05,0.04,0.01,0.05,0.03,0.01,0.04
2180_000.0,1.11,0.74,1.5,1.09,0.68,1.47,0.9,0.58,1.36
2180_000.6,1.48,0.96,1.8,1.45,0.91,1.77,1.2,0.77,1.63
2180_001.5,1.11,0.7,1.49,1.09,0.64,1.46,0.9,0.55,1.35
2180_002.4,0.94,0.59,1.14,0.9,0.55,1.12,0.74,0.47,1.03
2180_003.2,0.92,0.5,1.15,0.84,0.46,1.13,0.7,0.39,1.04
2180_004.1,1.13,0.68,1.4,1.11,0.62,1.38,0.92,0.53,1.27
2180_004.7,1.03,0.64,1.28,1.01,0.59,1.25,0.83,0.5,1.16
2180_005.2,0.99,0.65,1.15,0.94,0.6,1.12,0.79,0.52,1.01
2180_005.8,0.81,0.33,1.2,0.75,0.3,1.17,0.62,0.26,1.08
2180_006.0,0.85,0.39,1.09,0.78,0.36,1.07,0.65,0.31,0.98
2180_006.3,1.02,0.4,0.92,0.99,0.37,0.88,0.82,0.32,0.81
2180_006.4,1.11,0.24,1.15,1.09,0.23,1.13,0.9,0.19,1.04
2180_006.6,0.43,0.36,0.42,0.4,0.33,0.39,0.33,0.28,0.36
2180_006.7,0.55,0.48,0.54,0.51,0.44,0.49,0.42,0.37,0.46
2180_006.9,0.34,0.38,0.41,0.31,0.35,0.38,0.26,0.3,0.35
2180_007.0,0.27,0.28,0.3,0.25,0.26,0.28,0.21,0.22,0.26
2182_000.0,0.47,0.46,0.64,0.43,0.42,0.59,0.36,0.36,0.54
2183_000.0,0.05,0.05,0.06,0.04,0.04,0.06,0.03,0.04,0.05
2183_000.6,0.06,0.03,0.09,0.06,0.03,0.08,0.05,0.03,0.07
2184_000.0,0.04,0.04,0.06,0.04,0.04,0.05,0.03,0.03,0.05
2185_000.0,0.03,0.04,0.06,0.03,0.03,0.06,0.03,0.03,0.05
2185_001.4,0.12,0.08,0.14,0.11,0.07,0.13,0.09,0.06,0.12
2186_000.0,0.53,0.38,0.8,0.49,0.35,0.74,0.41,0.31,0.66
2186_000.1,0.54,0.5,0.78,0.49,0.46,0.72,0.41,0.4,0.65
2186_002.4,0.76,0.63,0.85,0.69,0.58,0.78,0.58,0.5,0.7
2186_002.8,0.78,0.58,0.77,0.71,0.54,0.71,0.59,0.46,0.64
2186_003.7,1.03,0.82,1.06,1.01,0.75,1.04,0.84,0.65,0.93
2186_004.6,1.22,0.92,1.28,1.2,0.87,1.25,1.0,0.76,1.13
2187_000.0,0.12,0.08,0.12,0.11,0.07,0.11,0.1,0.06,0.1
2187_000.4,0.1,0.07,0.18,0.09,0.06,0.17,0.07,0.06,0.15
2188_000.0,0.77,0.51,0.87,0.71,0.47,0.8,0.58,0.4,0.73
2189_000.0,0.06,0.04,0.08,0.06,0.03,0.07,0.05,0.03,0.06
2189_000.5,0.06,0.1,0.18,0.06,0.09,0.17,0.05,0.08,0.15
2190_000.0,1.58,1.25,2.09,1.55,1.23,2.05,1.29,1.06,1.84
2190_003.2,0.62,0.48,0.66,0.57,0.44,0.6,0.47,0.38,0.54
2190_004.2,0.58,0.54,0.72,0.54,0.49,0.66,0.45,0.43,0.59
2190_004.3,0.85,0.88,1.24,0.78,0.81,1.21,0.65,0.7,1.09
2191_000.0,0.04,0.03,0.06,0.04,0.03,0.05,0.03,0.03,0.05
2192_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193_000.0,0.1,0.08,0.13,0.09,0.07,0.12,0.07,0.06,0.11
2193_000.6,0.12,0.08,0.13,0.11,0.07,0.12,0.09,0.06,0.11
2193_001.0,0.13,0.07,0.14,0.11,0.06,0.13,0.09,0.06,0.11
2194_000.0,0.24,0.22,0.35,0.22,0.2,0.32,0.19,0.18,0.29
2194_000.8,0.06,0.06,0.09,0.06,0.05,0.08,0.05,0.04,0.08
2194_000.9,0.06,0.06,0.1,0.06,0.05,0.09,0.05,0.05,0.08
2194_001.8,0.29,0.26,0.45,0.27,0.24,0.41,0.23,0.21,0.37
2195_000.0,0.06,0.05,0.11,0.06,0.05,0.1,0.05,0.04,0.09
2195_000.7,0.05,0.05,0.1,0.04,0.05,0.09,0.04,0.04,0.08
2195_001.8,0.05,0.05,0.12,0.05,0.04,0.11,0.04,0.04,0.1
2196_000.0,0.23,0.19,0.32,0.21,0.17,0.3,0.17,0.15,0.27
2197_000.0,0.03,0.03,0.05,0.03,0.03,0.05,0.03,0.02,0.04
2201_000.0,0.04,0.03,0.06,0.04,0.03,0.06,0.03,0.03,0.05
2202_000.0,0.43,0.34,0.66,0.4,0.31,0.61,0.33,0.27,0.56
2202_000.6,0.34,0.35,0.73,0.32,0.32,0.67,0.26,0.27,0.62
2202_001.1,0.23,0.31,1.02,0.21,0.29,0.99,0.18,0.25,0.89
2204_000.0,0.91,0.66,0.99,0.86,0.61,0.94,0.72,0.53,0.85
2204_000.9,0.58,0.39,0.64,0.53,0.36,0.59,0.44,0.31,0.53
2204_001.3,0.83,0.58,0.81,0.76,0.53,0.74,0.64,0.46,0.67
2204_001.9,0.8,0.58,0.81,0.74,0.53,0.75,0.61,0.45,0.69
2204_002.5,0.84,0.56,0.81,0.77,0.51,0.75,0.64,0.44,0.69
2204_003.0,0.81,0.49,0.72,0.74,0.45,0.66,0.61,0.39,0.61
2205_000.0,0.08,0.06,0.18,0.07,0.05,0.17,0.06,0.04,0.15
2205_001.2,0.11,0.07,0.12,0.1,0.07,0.11,0.09,0.06,0.1
2207_000.0,0.05,0.03,0.06,0.05,0.02,0.05,0.04,0.02,0.05
2207_000.5,0.05,0.03,0.05,0.05,0.03,0.05,0.04,0.02,0.05
2209_000.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2209_000.5,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01
2211_000.0,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.05
2213_000.0,0.31,0.24,0.38,0.28,0.22,0.35,0.24,0.19,0.33
2213_000.1,0.15,0.15,0.23,0.14,0.14,0.21,0.12,0.12,0.19
2214_000.0,0.49,0.34,0.66,0.45,0.31,0.61,0.37,0.26,0.56
2216_000.0,0.13,0.08,0.28,0.11,0.07,0.25,0.09,0.06,0.22
2216_001.4,0.16,0.09,0.29,0.14,0.08,0.25,0.11,0.07,0.22
2218_000.0,0.56,0.62,0.64,0.52,0.57,0.59,0.43,0.49,0.53
2218_000.5,0.53,0.43,0.71,0.49,0.4,0.66,0.41,0.34,0.59
2218_001.4,0.31,0.3,1.14,0.28,0.28,1.12,0.24,0.24,1.01
2220_000.0,0.08,0.06,0.22,0.08,0.06,0.2,0.06,0.05,0.18
2220_001.4,0.08,0.08,0.09,0.07,0.07,0.08,0.06,0.06,0.07
2226_000.0,1.03,0.32,1.39,0.99,0.3,1.36,0.83,0.26,1.23
2226_000.7,0.67,0.7,1.88,0.62,0.65,1.84,0.51,0.55,1.7
2228_000.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01
2228_000.2,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01
2228_000.5,0.28,0.19,0.37,0.26,0.17,0.34,0.22,0.15,0.3
2228_000.8,0.28,0.19,0.36,0.26,0.17,0.33,0.22,0.15,0.3
2228_001.2,0.32,0.19,0.39,0.3,0.17,0.36,0.25,0.15,0.32
2230_000.0,0.07,0.08,0.09,0.06,0.07,0.08,0.05,0.06,0.08
2230_000.4,0.47,0.37,0.53,0.43,0.34,0.49,0.36,0.29,0.45
2230_001.1,0.46,0.4,0.48,0.43,0.37,0.44,0.36,0.32,0.4
2230_002.2,0.84,0.73,0.99,0.78,0.67,0.96,0.65,0.58,0.86
2230_003.8,0.22,0.23,0.24,0.2,0.21,0.22,0.17,0.18,0.2
2232_000.0,0.59,0.5,0.72,0.54,0.46,0.66,0.45,0.4,0.59
2232_001.0,0.68,0.43,1.03,0.63,0.4,1.01,0.52,0.35,0.91
2232_001.5,0.67,0.48,0.85,0.61,0.44,0.78,0.51,0.38,0.7
2232_002.5,0.62,0.47,0.8,0.57,0.43,0.73,0.47,0.37,0.66
2232_003.5,0.67,0.49,0.87,0.61,0.45,0.8,0.51,0.39,0.72
2233_000.0,0.48,0.35,0.7,0.44,0.32,0.64,0.37,0.28,0.58
2233_001.0,0.74,0.33,0.91,0.68,0.31,0.86,0.57,0.27,0.77
2233_001.7,0.41,0.17,0.52,0.38,0.16,0.48,0.32,0.14,0.44
2233_002.0,0.46,0.27,0.67,0.42,0.25,0.62,0.35,0.21,0.57
2233_002.9,0.54,0.28,0.77,0.5,0.26,0.71,0.41,0.22,0.65
2234_000.0,0.44,0.19,1.53,0.41,0.18,1.5,0.34,0.15,1.35
2234_001.3,0.21,0.04,0.77,0.19,0.04,0.71,0.16,0.03,0.64
2234_001.8,0.21,0.05,0.69,0.19,0.05,0.63,0.16,0.04,0.57
2234_002.0,0.21,0.05,0.69,0.19,0.05,0.63,0.16,0.04,0.57
2236_000.0,1.29,0.76,1.65,1.26,0.7,1.61,1.05,0.6,1.45
2236_000.9,0.28,0.22,0.48,0.26,0.2,0.44,0.22,0.18,0.4
2236_001.5,0.22,0.16,0.28,0.2,0.14,0.26,0.17,0.12,0.23
2238_000.0,0.04,0.02,0.05,0.03,0.02,0.05,0.03,0.02,0.04
2238_001.0,0.77,0.42,0.88,0.71,0.39,0.81,0.59,0.33,0.73
2238_001.5,0.82,0.42,0.9,0.76,0.38,0.83,0.63,0.33,0.74
2238_001.8,0.83,0.42,0.89,0.76,0.39,0.82,0.63,0.34,0.74
2238_002.2,0.82,0.42,0.91,0.73,0.37,0.8,0.6,0.32,0.7
2240_000.0,0.63,0.62,0.84,0.58,0.57,0.77,0.48,0.49,0.71
2240_000.2,0.59,0.57,0.78,0.54,0.52,0.71,0.45,0.45,0.64
2240_001.0,1.22,0.99,1.25,1.19,0.96,1.23,0.99,0.82,1.13
2240_001.4,1.31,1.02,1.08,1.28,0.99,1.06,1.07,0.86,0.95
2240_001.8,1.63,1.11,1.2,1.59,1.09,1.18,1.33,0.94,1.06
2240_002.0,0.96,0.74,1.18,0.91,0.68,1.16,0.75,0.58,1.07
2240_002.3,0.9,0.79,0.98,0.83,0.73,0.95,0.68,0.62,0.88
2240_002.5,0.45,0.34,0.51,0.41,0.32,0.47,0.34,0.27,0.42
2240_003.0,1.16,0.89,0.96,1.14,0.82,0.91,0.94,0.7,0.84
2242_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244_000.0,0.04,0.03,0.06,0.04,0.02,0.06,0.03,0.02,0.05
2244_000.7,0.04,0.03,0.06,0.03,0.02,0.06,0.03,0.02,0.05
2246_000.0,0.88,0.76,1.19,0.81,0.7,1.16,0.67,0.59,1.07
2246_001.0,0.37,0.19,0.46,0.34,0.17,0.42,0.28,0.15,0.39
2246_001.5,0.39,0.2,0.49,0.36,0.18,0.45,0.3,0.16,0.41
2246_002.0,0.92,0.55,1.07,0.88,0.5,1.05,0.73,0.43,0.97
2246_002.3,1.06,0.5,1.17,1.03,0.46,1.14,0.86,0.39,1.05
2246_002.5,0.93,0.47,1.07,0.88,0.44,1.04,0.73,0.37,0.96
2246_003.0,0.91,0.5,1.23,0.86,0.46,1.21,0.72,0.39,1.11
2246_003.5,0.57,0.38,1.0,0.52,0.35,0.97,0.43,0.3,0.9
2246_004.0,0.54,0.43,0.77,0.5,0.4,0.71,0.41,0.34,0.65
2246_004.5,0.07,0.07,0.11,0.07,0.06,0.1,0.05,0.05,0.09
2247_001.5,0.15,0.25,0.37,0.14,0.23,0.34,0.11,0.19,0.32
2250_000.0,0.14,0.12,0.21,0.13,0.11,0.19,0.1,0.1,0.17
2250_001.2,0.12,0.07,0.18,0.11,0.07,0.17,0.09,0.06,0.15
2250_002.9,0.47,0.35,0.74,0.44,0.32,0.68,0.36,0.28,0.62
2250_004.4,0.23,0.16,0.36,0.21,0.14,0.33,0.17,0.13,0.3
2250_004.6,0.82,0.72,1.01,0.76,0.67,0.98,0.63,0.58,0.88
2250_005.8,0.14,0.14,0.16,0.13,0.13,0.15,0.11,0.11,0.14
2250_005.9,0.19,0.13,0.19,0.17,0.12,0.18,0.14,0.1,0.16
2250_006.3,0.19,0.13,0.19,0.17,0.12,0.17,0.14,0.1,0.16
2250_006.4,0.18,0.13,0.18,0.16,0.12,0.17,0.13,0.1,0.15
2250_006.6,0.17,0.13,0.19,0.16,0.12,0.18,0.13,0.1,0.16
2251_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251_000.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254_000.0,0.33,0.24,0.57,0.31,0.22,0.52,0.25,0.19,0.48
2254_001.0,0.34,0.33,0.81,0.31,0.3,0.75,0.26,0.26,0.69
2254_002.2,0.42,0.3,0.68,0.39,0.27,0.63,0.32,0.23,0.58
2254_002.5,0.35,0.29,0.63,0.32,0.26,0.58,0.27,0.23,0.53
2254_003.1,0.38,0.33,0.49,0.35,0.3,0.45,0.29,0.26,0.41
2254_003.4,0.38,0.33,0.48,0.35,0.31,0.44,0.29,0.26,0.4
2254_003.5,0.35,0.32,0.49,0.32,0.3,0.45,0.27,0.25,0.42
2254_003.7,0.65,0.53,0.75,0.6,0.49,0.69,0.49,0.42,0.63
2254_004.0,0.67,0.55,0.73,0.62,0.51,0.67,0.51,0.43,0.62
2254_004.3,0.72,0.6,0.82,0.67,0.56,0.75,0.55,0.47,0.69
2254_004.6,0.81,0.7,0.98,0.74,0.64,0.93,0.61,0.55,0.86
2254_004.9,0.57,0.48,0.7,0.52,0.44,0.64,0.43,0.37,0.59
2254_005.2,0.57,0.48,0.77,0.53,0.44,0.71,0.44,0.38,0.66
2254_005.5,0.66,0.52,0.86,0.6,0.48,0.79,0.5,0.41,0.73
2254_005.8,0.37,0.33,0.46,0.34,0.3,0.42,0.29,0.26,0.38
2254_006.4,0.32,0.33,0.43,0.3,0.31,0.4,0.24,0.26,0.37
