SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
3315_000.6,1.01,0.84,1.09,0.98,0.77,1.07,0.81,0.66,0.99
3316_000.0,0.6,0.48,0.68,0.55,0.44,0.63,0.46,0.38,0.56
3316_000.6,0.73,0.6,0.88,0.67,0.55,0.81,0.56,0.47,0.75
3316_000.8,0.75,0.57,0.84,0.69,0.52,0.77,0.57,0.44,0.71
3316_001.6,0.9,0.71,0.97,0.85,0.65,0.92,0.71,0.56,0.85
3318_000.0,0.84,0.64,0.91,0.77,0.59,0.86,0.64,0.51,0.77
3320_000.0,0.25,0.22,0.35,0.23,0.21,0.32,0.19,0.18,0.29
3320_000.3,0.22,0.21,0.59,0.19,0.19,0.52,0.16,0.16,0.45
3320_000.8,0.14,0.15,0.26,0.12,0.14,0.23,0.1,0.12,0.2
3320_001.8,0.11,0.1,0.22,0.1,0.09,0.2,0.08,0.08,0.17
3320_002.4,0.06,0.06,0.15,0.05,0.06,0.13,0.04,0.05,0.11
3322_000.0,0.23,0.2,0.57,0.21,0.19,0.52,0.18,0.16,0.48
3328_000.0,0.58,0.54,0.75,0.53,0.49,0.69,0.44,0.42,0.64
3328_000.6,0.89,0.77,1.05,0.82,0.71,1.03,0.69,0.61,0.93
3328_001.0,0.88,0.76,1.09,0.81,0.7,1.07,0.67,0.6,0.96
3328_001.2,0.69,0.53,0.79,0.64,0.49,0.73,0.53,0.42,0.66
3330_000.0,0.62,0.44,0.95,0.57,0.41,0.9,0.47,0.35,0.81
3336_000.0,0.16,0.15,0.21,0.14,0.13,0.2,0.12,0.12,0.18
3340_000.0,0.21,0.17,0.28,0.19,0.16,0.26,0.16,0.14,0.23
3340_000.8,0.25,0.15,0.44,0.23,0.14,0.4,0.19,0.12,0.36
3342_000.0,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.03
3344_000.0,0.28,0.19,0.45,0.26,0.18,0.41,0.21,0.15,0.37
3344_001.5,0.15,0.15,0.19,0.14,0.14,0.18,0.12,0.12,0.16
3344_002.2,0.22,0.24,0.33,0.21,0.22,0.3,0.17,0.19,0.27
3345_000.0,0.08,0.08,0.11,0.07,0.07,0.1,0.06,0.06,0.09
3346_000.0,0.28,0.2,0.67,0.26,0.18,0.61,0.22,0.16,0.55
3346_000.8,0.24,0.21,0.38,0.22,0.19,0.35,0.18,0.16,0.32
3346_001.0,0.22,0.16,0.31,0.2,0.15,0.29,0.17,0.13,0.26
3348_000.0,0.38,0.3,0.5,0.35,0.27,0.46,0.29,0.23,0.43
3348_000.8,0.32,0.26,0.32,0.3,0.24,0.29,0.25,0.2,0.27
3350_000.0,0.51,0.15,1.0,0.47,0.14,0.97,0.39,0.12,0.89
3354_000.0,1.48,1.11,1.4,1.45,1.09,1.37,1.2,0.93,1.26
3354_000.4,0.84,0.63,0.79,0.78,0.58,0.73,0.64,0.49,0.67
3354_000.5,0.89,0.59,0.77,0.82,0.54,0.71,0.68,0.46,0.65
3354_000.6,0.96,0.56,0.79,0.91,0.52,0.73,0.76,0.44,0.67
3354_001.4,1.12,0.67,0.97,1.1,0.62,0.92,0.91,0.53,0.85
3354_001.7,0.3,0.27,0.53,0.28,0.25,0.49,0.23,0.21,0.45
3354_002.1,0.1,0.17,0.26,0.09,0.16,0.24,0.08,0.14,0.22
3354_002.6,0.99,0.52,1.07,0.96,0.48,1.05,0.8,0.41,0.97
3354_003.7,0.35,0.33,0.39,0.32,0.31,0.36,0.27,0.26,0.33
3354_004.1,0.67,0.55,0.63,0.61,0.5,0.58,0.51,0.43,0.53
3355_000.0,0.06,0.04,0.13,0.06,0.03,0.12,0.05,0.03,0.11
3355_000.5,0.09,0.06,0.18,0.09,0.06,0.16,0.07,0.05,0.15
3355_001.0,0.1,0.05,0.31,0.09,0.05,0.28,0.07,0.04,0.26
3356_000.0,0.36,0.39,0.31,0.33,0.35,0.28,0.28,0.3,0.26
3356_000.1,0.43,0.36,0.45,0.4,0.34,0.42,0.33,0.29,0.38
3356_000.3,0.65,0.5,0.77,0.6,0.46,0.71,0.49,0.39,0.66
3356_000.4,0.49,0.41,0.55,0.45,0.37,0.51,0.37,0.32,0.47
3356_000.6,0.96,0.79,0.99,0.91,0.73,0.96,0.76,0.62,0.89
3356_001.2,1.34,0.72,1.26,1.31,0.66,1.23,1.08,0.56,1.14
3356_001.4,1.1,0.64,1.19,1.07,0.59,1.16,0.89,0.5,1.07
3357_000.0,0.15,0.12,0.22,0.14,0.11,0.2,0.12,0.09,0.18
3357_000.7,0.26,0.1,0.45,0.24,0.09,0.41,0.2,0.08,0.38
3358_000.0,0.57,0.49,0.69,0.52,0.45,0.64,0.44,0.39,0.57
3358_000.9,0.31,0.28,0.5,0.27,0.25,0.44,0.22,0.22,0.39
3358_001.4,0.26,0.24,0.45,0.22,0.21,0.4,0.19,0.18,0.35
3358_001.9,0.25,0.28,0.5,0.22,0.25,0.44,0.18,0.22,0.38
3358_002.9,0.27,0.3,0.45,0.24,0.27,0.39,0.2,0.23,0.34
3358_003.9,0.37,0.34,0.53,0.33,0.3,0.47,0.27,0.26,0.43
3359_000.0,0.28,0.2,0.48,0.25,0.19,0.44,0.21,0.16,0.4
3359_000.5,0.23,0.19,0.35,0.21,0.18,0.32,0.18,0.15,0.29
3359_000.8,0.13,0.13,0.26,0.11,0.12,0.23,0.09,0.1,0.2
3360_000.0,0.28,0.24,0.36,0.25,0.22,0.34,0.21,0.19,0.31
3360_000.7,0.2,0.22,0.41,0.18,0.2,0.38,0.15,0.17,0.35
3360_000.9,0.3,0.33,0.6,0.28,0.31,0.55,0.23,0.26,0.51
3360_001.1,0.25,0.3,0.48,0.23,0.28,0.44,0.19,0.24,0.41
3360_001.4,0.26,0.26,0.41,0.24,0.24,0.38,0.2,0.2,0.35
3360_001.7,0.42,0.26,0.63,0.39,0.24,0.58,0.32,0.2,0.54
3360_002.0,0.45,0.22,0.73,0.42,0.2,0.67,0.34,0.17,0.62
3360_002.1,0.44,0.23,0.63,0.41,0.22,0.58,0.34,0.18,0.53
3360_002.3,0.18,0.15,0.47,0.16,0.14,0.43,0.13,0.12,0.4
3360_002.7,0.15,0.14,0.46,0.14,0.13,0.42,0.11,0.11,0.39
3361_000.0,0.12,0.15,0.21,0.11,0.13,0.19,0.09,0.11,0.18
3361_000.2,0.2,0.15,0.42,0.18,0.13,0.39,0.15,0.11,0.36
3361_000.9,0.15,0.23,0.61,0.14,0.22,0.56,0.12,0.18,0.51
3361_001.0,0.17,0.31,0.73,0.16,0.28,0.67,0.13,0.24,0.62
3361_001.3,0.2,0.3,0.73,0.18,0.28,0.67,0.15,0.24,0.62
3361_001.6,0.35,0.35,0.79,0.32,0.32,0.72,0.27,0.28,0.67
3361_001.9,0.5,0.44,0.57,0.46,0.41,0.52,0.38,0.35,0.48
3361_002.2,0.63,0.5,0.69,0.58,0.46,0.63,0.48,0.4,0.58
3361_002.3,0.81,0.62,0.65,0.75,0.57,0.6,0.62,0.48,0.55
3361_002.5,0.16,0.14,0.6,0.15,0.13,0.55,0.12,0.11,0.51
3361_002.9,0.15,0.16,0.55,0.13,0.14,0.51,0.11,0.12,0.47
3362_000.0,0.21,0.15,0.3,0.18,0.13,0.26,0.15,0.11,0.23
3362_000.5,0.41,0.18,0.43,0.36,0.16,0.38,0.3,0.14,0.33
3362_001.5,0.21,0.13,0.27,0.18,0.11,0.24,0.15,0.1,0.21
3362_002.5,0.16,0.11,0.14,0.15,0.1,0.13,0.12,0.09,0.12
3363_000.0,0.04,0.06,0.1,0.04,0.05,0.09,0.03,0.05,0.08
3363_000.5,0.04,0.03,0.05,0.03,0.03,0.05,0.03,0.03,0.04
3364_000.0,0.4,0.32,0.6,0.35,0.28,0.53,0.29,0.25,0.46
3364_000.5,0.55,0.33,0.86,0.49,0.29,0.76,0.4,0.25,0.66
3364_001.5,0.63,0.37,0.7,0.55,0.32,0.62,0.46,0.28,0.54
3364_002.5,0.62,0.4,0.68,0.57,0.37,0.62,0.47,0.32,0.56
3366_000.0,0.42,0.28,0.57,0.37,0.25,0.5,0.3,0.22,0.46
3366_000.5,0.42,0.29,0.5,0.37,0.25,0.44,0.31,0.22,0.38
3366_001.5,0.71,0.4,0.85,0.63,0.36,0.75,0.52,0.31,0.65
3366_002.1,0.76,0.45,0.9,0.67,0.39,0.79,0.56,0.34,0.69
3366_002.5,0.77,0.45,0.91,0.71,0.42,0.87,0.59,0.36,0.78
3366_002.7,0.16,0.14,0.29,0.14,0.13,0.26,0.11,0.11,0.22
3367_000.0,0.07,0.06,0.09,0.06,0.06,0.09,0.05,0.05,0.08
3367_001.0,0.09,0.08,0.11,0.08,0.07,0.1,0.07,0.06,0.09
3368_000.5,0.1,0.09,0.14,0.09,0.08,0.13,0.08,0.07,0.11
3368_001.2,0.73,0.44,0.8,0.67,0.41,0.74,0.56,0.36,0.66
3368_001.7,0.68,0.43,0.75,0.63,0.39,0.69,0.53,0.34,0.62
3368_002.7,0.55,0.33,0.69,0.49,0.29,0.61,0.4,0.25,0.53
3368_004.0,0.41,0.32,0.56,0.37,0.3,0.52,0.31,0.26,0.47
3369_000.0,0.22,0.15,0.29,0.21,0.14,0.26,0.17,0.12,0.24
3370_000.0,0.14,0.13,0.21,0.13,0.12,0.19,0.11,0.1,0.16
3371_000.0,0.22,0.21,0.3,0.19,0.18,0.27,0.16,0.16,0.23
3371_002.3,0.33,0.23,0.37,0.29,0.2,0.33,0.24,0.18,0.29
3374_000.0,0.44,0.28,0.51,0.38,0.24,0.45,0.32,0.22,0.42
3374_000.9,0.45,0.3,0.53,0.39,0.26,0.46,0.32,0.23,0.43
3374_001.6,0.35,0.29,0.49,0.31,0.25,0.43,0.25,0.22,0.4
3374_002.4,0.29,0.27,0.51,0.26,0.24,0.45,0.21,0.21,0.42
3374_003.3,0.53,0.41,0.76,0.47,0.36,0.67,0.39,0.31,0.58
3380_000.0,0.39,0.3,0.48,0.36,0.28,0.44,0.3,0.24,0.41
3380_000.1,0.71,0.57,0.78,0.66,0.52,0.72,0.54,0.45,0.66
3380_000.6,0.41,0.33,0.47,0.38,0.3,0.43,0.31,0.26,0.4
3381_000.0,0.42,0.3,0.39,0.39,0.27,0.36,0.32,0.24,0.32
3382_000.0,0.88,0.76,1.18,0.81,0.7,1.16,0.68,0.61,1.04
3384_000.0,0.28,0.3,0.51,0.26,0.28,0.47,0.22,0.24,0.43
3384_000.1,0.31,0.37,0.49,0.29,0.34,0.45,0.24,0.29,0.42
3384_000.3,0.44,0.48,1.08,0.4,0.44,1.06,0.33,0.38,0.98
3384_000.4,0.51,0.46,0.5,0.47,0.42,0.46,0.39,0.36,0.42
3384_000.6,0.4,0.36,0.59,0.37,0.33,0.54,0.31,0.28,0.5
3384_001.0,0.36,0.36,0.6,0.33,0.33,0.56,0.27,0.28,0.51
3384_001.6,0.29,0.35,0.37,0.27,0.32,0.34,0.22,0.28,0.31
3386_000.1,0.66,0.38,0.74,0.61,0.35,0.68,0.5,0.3,0.63
3392_000.0,0.42,0.14,0.8,0.39,0.13,0.73,0.32,0.11,0.66
3394_000.0,0.42,0.12,1.0,0.39,0.11,0.95,0.32,0.09,0.85
3394_000.1,0.19,0.18,0.67,0.17,0.16,0.61,0.15,0.14,0.55
3394_000.4,0.22,0.18,0.62,0.2,0.17,0.57,0.17,0.15,0.51
3394_000.7,0.23,0.17,0.67,0.21,0.15,0.62,0.17,0.13,0.56
3398_000.0,0.3,0.26,0.36,0.27,0.24,0.33,0.23,0.21,0.29
3400_000.0,0.31,0.27,0.32,0.28,0.25,0.3,0.23,0.21,0.27
3400_000.1,0.25,0.24,0.42,0.23,0.22,0.39,0.19,0.18,0.36
3400_000.3,0.25,0.25,0.68,0.23,0.23,0.63,0.19,0.2,0.58
3400_000.4,0.55,0.37,0.6,0.5,0.34,0.55,0.42,0.29,0.51
3400_000.6,0.55,0.42,0.66,0.51,0.39,0.6,0.42,0.33,0.56
3400_001.0,0.21,0.21,0.31,0.2,0.19,0.28,0.16,0.17,0.26
3400_001.6,0.11,0.1,0.13,0.1,0.09,0.12,0.09,0.08,0.11
3404_000.0,0.81,0.44,0.85,0.74,0.41,0.79,0.61,0.35,0.73
3404_000.6,0.24,0.21,0.41,0.22,0.2,0.38,0.18,0.17,0.35
3404_000.9,0.24,0.18,0.29,0.23,0.17,0.26,0.19,0.14,0.24
3404_001.2,0.24,0.18,0.28,0.22,0.17,0.26,0.18,0.14,0.24
3404_001.5,0.84,0.56,0.92,0.77,0.52,0.85,0.64,0.44,0.78
3404_001.8,0.98,0.58,0.99,0.93,0.54,0.96,0.77,0.46,0.89
3404_002.1,0.92,0.6,0.99,0.87,0.55,0.96,0.72,0.47,0.89
3404_002.4,0.39,0.22,0.45,0.36,0.2,0.42,0.3,0.18,0.38
3404_003.1,0.4,0.22,0.46,0.36,0.2,0.42,0.3,0.17,0.38
3404_003.5,0.51,0.33,0.58,0.47,0.3,0.54,0.39,0.26,0.48
3404_003.8,0.49,0.31,0.54,0.45,0.29,0.49,0.37,0.25,0.44
3404_004.0,0.38,0.26,0.46,0.35,0.24,0.43,0.29,0.21,0.38
3404_004.5,0.28,0.19,0.38,0.26,0.18,0.35,0.22,0.15,0.31
3404_005.1,0.37,0.17,0.47,0.34,0.16,0.44,0.28,0.14,0.39
3404_005.8,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.04
3406_000.0,0.58,0.42,1.27,0.53,0.39,1.24,0.44,0.33,1.15
3406_000.3,0.83,0.73,1.26,0.76,0.67,1.23,0.63,0.58,1.14
3410_000.0,0.1,0.09,0.25,0.09,0.08,0.23,0.08,0.07,0.21
3410_000.6,0.25,0.17,0.29,0.23,0.16,0.27,0.19,0.13,0.25
3410_000.7,0.19,0.23,0.41,0.18,0.21,0.37,0.15,0.18,0.34
3410_000.9,0.09,0.12,0.22,0.09,0.11,0.2,0.07,0.09,0.19
3410_001.1,0.09,0.1,0.26,0.08,0.09,0.24,0.07,0.08,0.22
3410_001.4,0.26,0.27,0.46,0.24,0.25,0.42,0.2,0.21,0.39
3410_001.7,0.1,0.1,0.17,0.09,0.09,0.16,0.08,0.08,0.15
3410_002.0,0.13,0.1,0.29,0.12,0.09,0.27,0.1,0.08,0.25
3412_000.0,0.64,0.88,0.93,0.59,0.81,0.88,0.49,0.69,0.81
3412_000.1,0.59,0.66,0.88,0.54,0.61,0.81,0.45,0.52,0.75
3412_000.3,0.66,0.68,0.85,0.61,0.63,0.78,0.51,0.54,0.72
3412_000.4,0.76,0.62,1.02,0.7,0.57,0.99,0.58,0.49,0.92
3412_000.6,0.63,0.6,1.45,0.58,0.55,1.43,0.48,0.47,1.31
3412_001.0,0.76,0.57,1.14,0.7,0.53,1.12,0.58,0.46,1.01
3412_001.6,0.5,0.49,1.02,0.46,0.45,0.99,0.38,0.39,0.89
3414_000.0,0.19,0.22,0.44,0.17,0.2,0.4,0.14,0.17,0.37
3414_000.1,0.22,0.28,0.43,0.21,0.25,0.39,0.17,0.22,0.36
3414_000.3,0.22,0.28,0.45,0.21,0.26,0.41,0.17,0.22,0.38
3416_000.0,0.44,0.4,0.63,0.4,0.37,0.58,0.33,0.32,0.54
3416_000.1,0.57,0.47,0.61,0.53,0.43,0.56,0.44,0.37,0.52
3416_000.3,0.67,0.48,0.58,0.62,0.44,0.53,0.51,0.38,0.49
3416_000.4,0.66,0.51,0.59,0.61,0.47,0.54,0.5,0.4,0.5
3416_000.6,0.61,0.45,0.65,0.56,0.42,0.6,0.47,0.36,0.54
3416_001.0,0.64,0.42,0.69,0.59,0.39,0.63,0.49,0.34,0.57
3418_000.0,0.64,0.52,0.81,0.59,0.48,0.74,0.49,0.41,0.67
3424_000.0,0.31,0.26,0.4,0.29,0.24,0.37,0.24,0.21,0.33
3424_000.5,0.25,0.2,0.42,0.23,0.18,0.39,0.19,0.16,0.35
3424_000.9,0.21,0.21,0.29,0.19,0.2,0.27,0.16,0.17,0.24
3426_000.0,0.2,0.14,0.32,0.19,0.13,0.3,0.16,0.11,0.27
3426_000.3,0.16,0.14,0.27,0.15,0.13,0.25,0.12,0.11,0.22
3430_000.0,0.27,0.32,0.58,0.25,0.3,0.54,0.21,0.25,0.49
3430_000.4,0.33,0.4,0.58,0.31,0.37,0.53,0.25,0.32,0.49
3430_001.2,0.29,0.23,0.34,0.26,0.22,0.31,0.22,0.19,0.28
3432_000.0,0.81,0.51,0.92,0.75,0.47,0.87,0.62,0.41,0.79
3432_000.6,0.34,0.35,0.61,0.32,0.32,0.56,0.26,0.28,0.5
3432_001.0,0.6,0.55,0.73,0.55,0.51,0.67,0.46,0.44,0.6
3432_001.7,0.41,0.33,0.55,0.37,0.3,0.51,0.31,0.26,0.46
3434_000.0,0.45,0.36,0.69,0.41,0.33,0.64,0.34,0.29,0.57
3434_000.2,0.41,0.35,0.63,0.38,0.32,0.58,0.32,0.28,0.52
3434_000.4,0.51,0.41,0.59,0.47,0.38,0.54,0.39,0.33,0.49
3436_000.0,0.35,0.31,0.48,0.32,0.29,0.44,0.27,0.25,0.4
3436_000.7,0.2,0.16,0.26,0.19,0.15,0.24,0.15,0.13,0.21
3436_001.3,0.33,0.2,0.43,0.31,0.19,0.4,0.25,0.16,0.36
3437_000.0,0.08,0.07,0.1,0.07,0.06,0.09,0.06,0.05,0.08
3437_000.1,0.09,0.07,0.11,0.08,0.06,0.1,0.07,0.05,0.09
3437_000.6,0.15,0.11,0.2,0.14,0.1,0.18,0.12,0.09,0.16
3438_000.0,0.63,0.42,0.67,0.58,0.39,0.62,0.49,0.34,0.55
3438_000.5,0.64,0.44,0.69,0.58,0.41,0.63,0.49,0.36,0.57
3438_000.7,1.24,0.91,1.24,1.21,0.84,1.21,1.01,0.73,1.09
3438_000.9,1.25,0.92,1.28,1.22,0.84,1.25,1.02,0.73,1.13
3438_001.2,0.74,0.49,0.77,0.68,0.45,0.71,0.56,0.39,0.64
3438_001.7,0.69,0.5,0.74,0.63,0.46,0.68,0.53,0.4,0.62
3438_002.5,0.98,0.68,1.12,0.94,0.63,1.09,0.78,0.55,0.98
3438_003.2,0.46,0.29,0.53,0.43,0.26,0.48,0.35,0.23,0.44
3438_004.7,0.32,0.2,0.36,0.28,0.18,0.32,0.23,0.16,0.28
3440_000.0,0.42,0.3,0.45,0.37,0.26,0.4,0.3,0.23,0.35
3440_000.4,0.46,0.32,0.49,0.4,0.28,0.43,0.33,0.24,0.38
3440_001.6,0.45,0.3,0.45,0.39,0.27,0.4,0.32,0.23,0.37
3440_002.7,0.63,0.44,0.66,0.55,0.39,0.58,0.46,0.34,0.51
3440_003.6,0.68,0.46,0.84,0.6,0.4,0.74,0.5,0.35,0.64
3440_003.8,0.87,0.62,0.95,0.76,0.55,0.83,0.63,0.48,0.73
3440_003.9,1.02,0.92,1.07,0.93,0.81,1.01,0.77,0.7,0.89
3440_004.8,0.33,0.28,0.44,0.3,0.25,0.4,0.25,0.22,0.36
3440_005.3,0.5,0.37,0.66,0.46,0.34,0.61,0.38,0.29,0.54
3440_005.8,0.03,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.03
3442_000.0,0.43,0.37,0.56,0.38,0.33,0.49,0.31,0.29,0.43
3442_001.3,0.55,0.44,0.71,0.48,0.39,0.63,0.4,0.34,0.55
3442_001.5,0.69,0.48,0.81,0.61,0.42,0.71,0.5,0.37,0.62
3442_003.4,0.38,0.37,0.69,0.34,0.33,0.61,0.28,0.28,0.53
3442_004.5,0.9,0.63,1.03,0.83,0.58,1.0,0.69,0.5,0.89
3444_000.0,0.39,0.36,0.6,0.34,0.32,0.53,0.28,0.27,0.46
3444_000.3,0.29,0.2,0.54,0.26,0.17,0.47,0.21,0.15,0.41
3446_000.0,0.37,0.2,0.52,0.32,0.18,0.46,0.27,0.16,0.43
3446_000.5,0.35,0.24,0.45,0.31,0.21,0.4,0.26,0.19,0.35
3448_000.0,0.83,0.58,0.85,0.77,0.53,0.78,0.64,0.46,0.7
3450_000.0,0.32,0.25,0.4,0.29,0.23,0.37,0.24,0.2,0.33
3450_000.5,0.18,0.17,0.24,0.16,0.15,0.22,0.14,0.13,0.2
3451_000.0,0.12,0.09,0.16,0.11,0.08,0.14,0.09,0.07,0.12
3452_000.0,1.12,0.79,1.36,1.09,0.73,1.33,0.91,0.63,1.2
3452_000.6,1.15,0.84,1.41,1.13,0.77,1.38,0.94,0.67,1.24
3452_000.7,1.2,0.79,1.42,1.18,0.73,1.39,0.98,0.63,1.25
3452_001.1,0.16,0.21,0.33,0.15,0.19,0.31,0.12,0.16,0.28
3453_000.0,0.5,0.32,0.62,0.44,0.28,0.55,0.36,0.24,0.48
3454_000.0,0.09,0.08,0.13,0.08,0.07,0.12,0.07,0.06,0.11
3454_000.6,0.06,0.08,0.1,0.06,0.08,0.1,0.05,0.07,0.09
3455_000.0,0.22,0.09,0.33,0.2,0.08,0.3,0.17,0.07,0.27
3455_000.6,0.12,0.15,0.21,0.11,0.14,0.19,0.09,0.12,0.17
3456_000.0,0.85,0.59,0.9,0.78,0.54,0.83,0.65,0.47,0.74
3456_000.1,0.72,0.45,0.74,0.66,0.41,0.68,0.55,0.36,0.61
3456_000.5,1.2,0.81,1.23,1.18,0.75,1.21,0.98,0.65,1.09
3456_000.8,0.38,0.25,0.42,0.35,0.23,0.39,0.29,0.2,0.35
3457_000.0,0.09,0.08,0.12,0.09,0.07,0.11,0.07,0.06,0.1
3458_000.0,0.08,0.07,0.1,0.07,0.06,0.09,0.06,0.05,0.08
3458_001.5,0.09,0.06,0.1,0.08,0.06,0.09,0.07,0.05,0.08
3458_002.0,0.2,0.17,0.27,0.18,0.16,0.25,0.15,0.14,0.23
3458_002.1,0.19,0.19,0.28,0.17,0.17,0.26,0.14,0.15,0.23
3459_000.0,0.11,0.08,0.13,0.1,0.08,0.12,0.09,0.07,0.11
3459_000.1,0.25,0.15,0.22,0.23,0.14,0.21,0.19,0.12,0.19
3459_001.0,0.24,0.14,0.2,0.22,0.13,0.18,0.18,0.11,0.16
3462_000.0,0.39,0.24,0.36,0.35,0.22,0.33,0.3,0.19,0.3
3462_000.2,0.17,0.16,0.27,0.16,0.15,0.25,0.13,0.13,0.22
3462_001.3,0.43,0.31,0.52,0.4,0.28,0.47,0.33,0.24,0.43
3462_001.9,0.27,0.24,0.37,0.24,0.21,0.32,0.2,0.18,0.28
3462_002.3,0.11,0.09,0.14,0.1,0.08,0.13,0.08,0.07,0.11
3462_002.8,0.24,0.15,0.23,0.21,0.14,0.2,0.17,0.12,0.17
3465_000.0,0.17,0.12,0.17,0.15,0.1,0.15,0.13,0.09,0.13
3466_000.0,0.5,0.37,0.53,0.46,0.34,0.49,0.38,0.3,0.44
3466_000.1,0.69,0.43,0.62,0.63,0.4,0.57,0.53,0.34,0.52
3466_000.3,0.6,0.41,0.75,0.55,0.38,0.69,0.46,0.33,0.62
3470_000.0,0.27,0.21,0.29,0.25,0.19,0.26,0.21,0.16,0.24
MAG_6002,0.11,0.13,0.18,0.1,0.12,0.17,0.08,0.1,0.15
MAG_6008,0.07,0.06,0.12,0.06,0.05,0.11,0.05,0.05,0.1
MAG_6009,0.43,0.39,0.57,0.4,0.36,0.52,0.33,0.3,0.48
MAG_6011,0.36,0.44,0.63,0.33,0.41,0.58,0.27,0.35,0.53
MAG_6012,0.12,0.1,0.36,0.11,0.09,0.32,0.09,0.08,0.28
MAG_6013,0.14,0.02,0.21,0.12,0.02,0.19,0.1,0.02,0.16
MAG_6014,1.27,0.91,1.55,1.24,0.84,1.52,1.03,0.71,1.4
MAG_6015,0.97,0.62,1.16,0.92,0.57,1.13,0.77,0.5,1.02
MAG_6016,0.19,0.14,0.4,0.18,0.13,0.37,0.15,0.11,0.33
MAG_6017,0.37,0.33,0.33,0.34,0.31,0.3,0.28,0.26,0.28
MAG_6018,1.0,0.61,1.2,0.97,0.56,1.17,0.81,0.49,1.05
MAG_6019,0.78,0.34,0.85,0.72,0.32,0.78,0.6,0.27,0.7
MAG_6020,1.18,0.47,1.23,1.16,0.43,1.21,0.97,0.37,1.08
MAG_6021,1.02,0.55,1.18,0.99,0.5,1.16,0.83,0.44,1.04
MAG_6022,0.49,0.51,0.88,0.45,0.47,0.81,0.37,0.4,0.74
MAG_6023,0.29,0.09,0.69,0.26,0.08,0.63,0.22,0.07,0.57
MAG_6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6029,0.21,0.26,0.42,0.19,0.23,0.38,0.16,0.2,0.35
MAG_6030,0.09,0.13,0.2,0.09,0.12,0.18,0.07,0.1,0.17
MAG_6033,0.64,0.52,0.78,0.59,0.48,0.72,0.48,0.41,0.66
MAG_6035,0.15,0.12,0.13,0.13,0.11,0.12,0.11,0.1,0.11
MAG_6036,0.05,0.04,0.52,0.04,0.04,0.48,0.03,0.03,0.43
MAG_6040,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01
MAG_6042,0.04,0.06,0.07,0.03,0.05,0.06,0.03,0.04,0.06
MAG_6043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6052,0.32,0.12,0.42,0.28,0.11,0.37,0.23,0.09,0.32
MAG_6053,0.72,0.52,0.88,0.66,0.48,0.81,0.55,0.42,0.73
MAG_6054,0.05,0.04,0.06,0.04,0.03,0.05,0.04,0.03,0.05
MAG_6055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6058,0.29,0.1,0.38,0.25,0.09,0.33,0.21,0.08,0.29
MAG_6062,0.14,0.12,0.41,0.12,0.11,0.38,0.1,0.09,0.34
MAG_6066,0.52,0.31,0.66,0.48,0.28,0.6,0.4,0.25,0.54
MAG_6067,1.04,0.78,1.05,1.02,0.72,1.03,0.87,0.56,0.93
MAG_6068,1.25,1.09,1.31,1.23,1.07,1.29,1.05,0.84,1.16
MAG_6069,0.79,0.64,0.76,0.72,0.59,0.7,0.62,0.46,0.63
MAG_6070,0.13,0.09,0.09,0.11,0.08,0.07,0.09,0.07,0.07
MAG_6072,0.1,0.08,0.13,0.09,0.07,0.11,0.07,0.06,0.1
MAG_6073,0.75,0.82,1.13,0.69,0.75,1.11,0.57,0.64,1.02
MAG_6074,0.9,0.82,1.25,0.83,0.75,1.23,0.69,0.65,1.1
MAG_6075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6076,0.12,0.11,0.18,0.11,0.1,0.17,0.09,0.09,0.15
MAG_6077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6078,0.82,0.46,0.85,0.75,0.43,0.78,0.63,0.37,0.7
MAG_6079,0.48,0.31,0.81,0.44,0.28,0.74,0.37,0.24,0.67
MAG_6083,0.08,0.09,0.16,0.07,0.09,0.15,0.06,0.07,0.13
MAG_6086,0.14,0.1,0.28,0.13,0.1,0.25,0.11,0.08,0.23
MAG_6087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG_6088,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
MAG_6089,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01
